event_id,ts,college_id,student_id,event_type,company,ctc_lpa,branch
COL-PN02-APP-000193,2026-06-10 11:27:00,COL-PN02,COL-PN02-S0184,application_submitted,,,Civil
COL-PN02-INT-000410,2026-06-10 12:11:59,COL-PN02,COL-PN02-S0221,interview_completed,Argento Fintech,,CSE
COL-DL01-OFF-000678,2026-06-10 12:35:23,COL-DL01,COL-DL01-S0146,offer_extended,Ferrolytics,8.4,Civil
COL-DL01-INT-000651,2026-06-10 12:37:30,COL-DL01,COL-DL01-S0197,interview_completed,Argento Fintech,,Civil
COL-JP03-APP-000028,2026-06-10 12:50:02,COL-JP03,COL-JP03-S0120,application_submitted,,,ECE
COL-PN02-PLA-000590,2026-06-10 12:58:25,COL-PN02,COL-PN02-S0309,placement_confirmed,Voltbase,8.2,Mech
COL-PN02-INT-000526,2026-06-10 14:03:42,COL-PN02,COL-PN02-S0204,interview_completed,Brightloom Analytics,,IT
COL-KN05-APP-000049,2026-06-10 14:37:04,COL-KN05,COL-KN05-S0097,application_submitted,,,Mech
COL-DL01-INT-000519,2026-06-10 15:23:51,COL-DL01,COL-DL01-S0317,interview_completed,Northgate Retail,,CSE
COL-BH04-APP-000066,2026-06-10 15:40:43,COL-BH04,COL-BH04-S0084,application_submitted,,,IT
COL-DL01-APP-000200,2026-06-10 16:03:55,COL-DL01,COL-DL01-S0325,application_submitted,,,Mech
COL-DL01-INT-000441,2026-06-10 16:43:18,COL-DL01,COL-DL01-S0211,interview_scheduled,Tarna Systems,,CSE
COL-DL01-INT-000431,2026-06-10 16:43:39,COL-DL01,COL-DL01-S0283,interview_scheduled,Brightloom Analytics,,Civil
COL-KN05-INT-000091,2026-06-10 16:53:45,COL-KN05,COL-KN05-S0148,interview_scheduled,Tarna Systems,,CSE
COL-PN02-INT-000357,2026-06-10 17:06:54,COL-PN02,COL-PN02-S0270,interview_scheduled,Brightloom Analytics,,IT
COL-PN02-APP-000046,2026-06-10 17:34:38,COL-PN02,COL-PN02-S0030,application_submitted,,,Civil
COL-DL01-PLA-000758,2026-06-10 17:39:31,COL-DL01,COL-DL01-S0290,placement_confirmed,Brightloom Analytics,6.6,IT
COL-DL01-INT-000375,2026-06-10 18:36:20,COL-DL01,COL-DL01-S0215,interview_scheduled,Argento Fintech,,Civil
COL-BH04-INT-000237,2026-06-10 18:56:46,COL-BH04,COL-BH04-S0001,interview_completed,Argento Fintech,,Mech
COL-DL01-INT-000459,2026-06-10 18:59:54,COL-DL01,COL-DL01-S0075,interview_scheduled,Argento Fintech,,IT
COL-DL01-APP-000018,2026-06-10 19:44:05,COL-DL01,COL-DL01-S0397,application_submitted,,,Mech
COL-PN02-INT-000328,2026-06-10 19:56:55,COL-PN02,COL-PN02-S0243,interview_scheduled,Voltbase,,Mech
COL-KN05-INT-000147,2026-06-10 20:13:38,COL-KN05,COL-KN05-S0010,interview_completed,Northgate Retail,,ECE
COL-PN02-APP-000114,2026-06-10 20:24:54,COL-PN02,COL-PN02-S0160,application_submitted,,,Civil
COL-KN05-INT-000187,2026-06-10 21:44:30,COL-KN05,COL-KN05-S0036,interview_completed,Ferrolytics,,CSE
COL-KN05-INT-000129,2026-06-10 22:34:23,COL-KN05,COL-KN05-S0115,interview_scheduled,Brightloom Analytics,,ECE
COL-PN02-INT-000446,2026-06-10 22:35:03,COL-PN02,COL-PN02-S0361,interview_completed,Brightloom Analytics,,Mech
COL-JP03-APP-000084,2026-06-10 23:09:58,COL-JP03,COL-JP03-S0242,application_submitted,,,CSE
COL-PN02-INT-000533,2026-06-10 23:27:37,COL-PN02,COL-PN02-S0023,interview_completed,Kelvin Manufacturing,,CSE
COL-PN02-APP-000240,2026-06-10 23:30:39,COL-PN02,COL-PN02-S0341,application_submitted,,,IT
COL-DL01-INT-000423,2026-06-10 23:40:23,COL-DL01,COL-DL01-S0374,interview_scheduled,Ferrolytics,,Mech
COL-JP03-APP-000148,2026-06-11 00:28:54,COL-JP03,COL-JP03-S0143,application_submitted,,,Mech
COL-JP03-INT-000300,2026-06-11 01:55:53,COL-JP03,COL-JP03-S0124,interview_completed,Brightloom Analytics,,ECE
COL-BH04-INT-000234,2026-06-11 03:50:59,COL-BH04,COL-BH04-S0167,interview_completed,Ferrolytics,,IT
COL-DL01-INT-000526,2026-06-11 03:56:27,COL-DL01,COL-DL01-S0260,interview_completed,Ferrolytics,,IT
COL-PN02-INT-000439,2026-06-11 04:20:54,COL-PN02,COL-PN02-S0322,interview_completed,Kelvin Manufacturing,,ECE
COL-PN02-APP-000008,2026-06-11 04:28:19,COL-PN02,COL-PN02-S0347,application_submitted,,,Mech
COL-DL01-APP-000072,2026-06-11 05:35:07,COL-DL01,COL-DL01-S0354,application_submitted,,,ECE
COL-DL01-APP-000086,2026-06-11 05:38:40,COL-DL01,COL-DL01-S0204,application_submitted,,,Mech
COL-BH04-APP-000110,2026-06-11 06:29:12,COL-BH04,COL-BH04-S0111,application_submitted,,,Civil
COL-PN02-OFF-000555,2026-06-11 07:03:14,COL-PN02,COL-PN02-S0316,offer_extended,Argento Fintech,5.0,Mech
COL-PN02-OFF-000543,2026-06-11 07:45:11,COL-PN02,COL-PN02-S0153,offer_extended,Paperlane HR Tech,3.9,Civil
COL-PN02-INT-000519,2026-06-11 08:28:31,COL-PN02,COL-PN02-S0258,interview_completed,Argento Fintech,,Mech
COL-JP03-OFF-000358,2026-06-11 08:34:28,COL-JP03,COL-JP03-S0228,offer_extended,Argento Fintech,7.4,IT
COL-DL01-OFF-000686,2026-06-11 09:13:26,COL-DL01,COL-DL01-S0217,offer_extended,Quillhouse Media,7.7,CSE
COL-PN02-APP-000155,2026-06-11 09:23:21,COL-PN02,COL-PN02-S0141,application_submitted,,,ECE
COL-PN02-INT-000322,2026-06-11 09:41:19,COL-PN02,COL-PN02-S0247,interview_scheduled,Northgate Retail,,ECE
COL-DL01-INT-000312,2026-06-11 09:50:12,COL-DL01,COL-DL01-S0338,interview_scheduled,Voltbase,,CSE
COL-KN05-APP-000068,2026-06-11 10:56:30,COL-KN05,COL-KN05-S0117,application_submitted,,,CSE
COL-BH04-OFF-000265,2026-06-11 11:12:21,COL-BH04,COL-BH04-S0076,offer_extended,Voltbase,4.9,CSE
COL-BH04-APP-000009,2026-06-11 12:05:14,COL-BH04,COL-BH04-S0110,application_submitted,,,Civil
COL-DL01-APP-000074,2026-06-11 12:58:57,COL-DL01,COL-DL01-S0172,application_submitted,,,ECE
COL-BH04-INT-000192,2026-06-11 13:02:24,COL-BH04,COL-BH04-S0031,interview_scheduled,Northgate Retail,,Civil
COL-KN05-APP-000003,2026-06-11 13:05:34,COL-KN05,COL-KN05-S0045,application_submitted,,,ECE
COL-DL01-INT-000618,2026-06-11 13:45:51,COL-DL01,COL-DL01-S0261,interview_completed,Voltbase,,CSE
COL-DL01-INT-000523,2026-06-11 14:02:44,COL-DL01,COL-DL01-S0081,interview_completed,Ferrolytics,,Civil
COL-JP03-INT-000328,2026-06-11 14:18:04,COL-JP03,COL-JP03-S0131,interview_completed,Voltbase,,Mech
COL-PN02-INT-000391,2026-06-11 14:18:54,COL-PN02,COL-PN02-S0073,interview_scheduled,Sundeck Logistics,,Mech
COL-DL01-INT-000456,2026-06-11 15:05:07,COL-DL01,COL-DL01-S0174,interview_scheduled,Ferrolytics,,CSE
COL-PN02-APP-000183,2026-06-11 15:09:26,COL-PN02,COL-PN02-S0195,application_submitted,,,IT
COL-DL01-INT-000628,2026-06-11 15:55:01,COL-DL01,COL-DL01-S0312,interview_completed,Tarna Systems,,Civil
COL-BH04-INT-000191,2026-06-11 16:13:24,COL-BH04,COL-BH04-S0146,interview_scheduled,Voltbase,,IT
COL-JP03-APP-000054,2026-06-11 16:45:00,COL-JP03,COL-JP03-S0067,application_submitted,,,Mech
COL-KN05-INT-000152,2026-06-11 17:18:50,COL-KN05,COL-KN05-S0048,interview_completed,Quillhouse Media,,Civil
COL-PN02-APP-000127,2026-06-11 19:08:27,COL-PN02,COL-PN02-S0093,application_submitted,,,Civil
COL-DL01-APP-000306,2026-06-11 21:10:50,COL-DL01,COL-DL01-S0045,application_submitted,,,Civil
COL-PN02-APP-000010,2026-06-11 22:27:09,COL-PN02,COL-PN02-S0162,application_submitted,,,Civil
COL-PN02-APP-000053,2026-06-11 22:59:49,COL-PN02,COL-PN02-S0330,application_submitted,,,CSE
COL-DL01-APP-000121,2026-06-12 00:06:27,COL-DL01,COL-DL01-S0118,application_submitted,,,CSE
COL-KN05-OFF-000207,2026-06-12 01:31:46,COL-KN05,COL-KN05-S0055,offer_extended,Ferrolytics,4.9,IT
COL-PN02-APP-000208,2026-06-12 01:55:29,COL-PN02,COL-PN02-S0235,application_submitted,,,Mech
COL-PN02-APP-000249,2026-06-12 02:21:11,COL-PN02,COL-PN02-S0026,application_submitted,,,ECE
COL-DL01-APP-000038,2026-06-12 02:30:02,COL-DL01,COL-DL01-S0244,application_submitted,,,Mech
COL-PN02-INT-000436,2026-06-12 02:30:52,COL-PN02,COL-PN02-S0076,interview_completed,Paperlane HR Tech,,CSE
COL-DL01-APP-000083,2026-06-12 02:33:51,COL-DL01,COL-DL01-S0326,application_submitted,,,IT
COL-JP03-INT-000282,2026-06-12 03:13:07,COL-JP03,COL-JP03-S0120,interview_completed,Northgate Retail,,CSE
COL-JP03-INT-000186,2026-06-12 03:27:47,COL-JP03,COL-JP03-S0182,interview_scheduled,Brightloom Analytics,,Mech
COL-PN02-INT-000532,2026-06-12 03:30:26,COL-PN02,COL-PN02-S0043,interview_completed,Ferrolytics,,CSE
COL-JP03-APP-000035,2026-06-12 04:08:54,COL-JP03,COL-JP03-S0005,application_submitted,,,IT
COL-KN05-APP-000058,2026-06-12 04:22:15,COL-KN05,COL-KN05-S0037,application_submitted,,,CSE
COL-PN02-APP-000248,2026-06-12 04:31:22,COL-PN02,COL-PN02-S0159,application_submitted,,,Mech
COL-DL01-APP-000016,2026-06-12 04:54:00,COL-DL01,COL-DL01-S0165,application_submitted,,,Mech
COL-DL01-APP-000228,2026-06-12 05:03:28,COL-DL01,COL-DL01-S0338,application_submitted,,,Mech
COL-DL01-APP-000171,2026-06-12 05:13:21,COL-DL01,COL-DL01-S0237,application_submitted,,,CSE
COL-JP03-APP-000164,2026-06-12 05:30:33,COL-JP03,COL-JP03-S0110,application_submitted,,,Mech
COL-JP03-APP-000025,2026-06-12 06:13:20,COL-JP03,COL-JP03-S0161,application_submitted,,,ECE
COL-KN05-INT-000089,2026-06-12 06:41:01,COL-KN05,COL-KN05-S0058,interview_scheduled,Tarna Systems,,IT
COL-PN02-APP-000017,2026-06-12 07:48:10,COL-PN02,COL-PN02-S0121,application_submitted,,,CSE
COL-PN02-APP-000019,2026-06-12 09:21:44,COL-PN02,COL-PN02-S0006,application_submitted,,,ECE
COL-JP03-INT-000342,2026-06-12 09:34:09,COL-JP03,COL-JP03-S0015,interview_completed,Tarna Systems,,ECE
COL-DL01-INT-000455,2026-06-12 10:26:23,COL-DL01,COL-DL01-S0123,interview_scheduled,Paperlane HR Tech,,IT
COL-PN02-INT-000377,2026-06-12 11:05:11,COL-PN02,COL-PN02-S0234,interview_scheduled,Voltbase,,Civil
COL-PN02-INT-000290,2026-06-12 11:34:51,COL-PN02,COL-PN02-S0246,interview_scheduled,Voltbase,,Mech
COL-DL01-APP-000179,2026-06-12 11:40:51,COL-DL01,COL-DL01-S0370,application_submitted,,,Mech
COL-BH04-APP-000049,2026-06-12 12:14:29,COL-BH04,COL-BH04-S0103,application_submitted,,,Civil
COL-DL01-APP-000255,2026-06-12 12:20:31,COL-DL01,COL-DL01-S0369,application_submitted,,,IT
COL-PN02-APP-000187,2026-06-12 12:31:56,COL-PN02,COL-PN02-S0351,application_submitted,,,ECE
COL-PN02-APP-000194,2026-06-12 13:40:43,COL-PN02,COL-PN02-S0277,application_submitted,,,CSE
COL-DL01-INT-000378,2026-06-12 15:32:56,COL-DL01,COL-DL01-S0321,interview_scheduled,Kelvin Manufacturing,,Civil
COL-PN02-INT-000297,2026-06-12 16:03:27,COL-PN02,COL-PN02-S0024,interview_scheduled,Ferrolytics,,ECE
COL-BH04-INT-000185,2026-06-12 16:28:53,COL-BH04,COL-BH04-S0006,interview_scheduled,Kelvin Manufacturing,,ECE
COL-DL01-OFF-000677,2026-06-12 17:14:36,COL-DL01,COL-DL01-S0179,offer_extended,Paperlane HR Tech,8.5,IT
COL-DL01-OFF-000725,2026-06-12 19:48:43,COL-DL01,COL-DL01-S0313,offer_extended,Northgate Retail,6.3,Civil
COL-BH04-APP-000034,2026-06-12 21:00:10,COL-BH04,COL-BH04-S0048,application_submitted,,,Civil
COL-DL01-INT-000563,2026-06-12 21:20:45,COL-DL01,COL-DL01-S0072,interview_completed,Voltbase,,CSE
COL-JP03-APP-000090,2026-06-12 22:13:48,COL-JP03,COL-JP03-S0241,application_submitted,,,IT
COL-PN02-INT-000309,2026-06-12 23:27:25,COL-PN02,COL-PN02-S0203,interview_scheduled,Northgate Retail,,IT
COL-PN02-INT-000483,2026-06-12 23:31:38,COL-PN02,COL-PN02-S0089,interview_completed,Sundeck Logistics,,CSE
COL-BH04-INT-000147,2026-06-13 00:13:08,COL-BH04,COL-BH04-S0119,interview_scheduled,Tarna Systems,,Mech
COL-DL01-INT-000597,2026-06-13 01:10:13,COL-DL01,COL-DL01-S0029,interview_completed,Quillhouse Media,,Mech
COL-DL01-APP-000054,2026-06-13 01:49:16,COL-DL01,COL-DL01-S0162,application_submitted,,,IT
COL-DL01-INT-000504,2026-06-13 02:18:54,COL-DL01,COL-DL01-S0392,interview_completed,Argento Fintech,,IT
COL-KN05-INT-000196,2026-06-13 02:30:02,COL-KN05,COL-KN05-S0022,interview_completed,Ferrolytics,,Civil
COL-DL01-PLA-000757,2026-06-13 04:55:15,COL-DL01,COL-DL01-S0231,placement_confirmed,Quillhouse Media,9.4,IT
COL-PN02-APP-000030,2026-06-13 05:25:51,COL-PN02,COL-PN02-S0016,application_submitted,,,CSE
COL-DL01-APP-000281,2026-06-13 05:32:17,COL-DL01,COL-DL01-S0174,application_submitted,,,ECE
COL-BH04-INT-000205,2026-06-13 06:31:31,COL-BH04,COL-BH04-S0178,interview_completed,Northgate Retail,,CSE
COL-PN02-INT-000438,2026-06-13 07:13:56,COL-PN02,COL-PN02-S0149,interview_completed,Ferrolytics,,CSE
COL-DL01-INT-000589,2026-06-13 07:16:51,COL-DL01,COL-DL01-S0171,interview_completed,Paperlane HR Tech,,Mech
COL-PN02-APP-000232,2026-06-13 07:34:57,COL-PN02,COL-PN02-S0031,application_submitted,,,Civil
COL-DL01-INT-000648,2026-06-13 07:38:33,COL-DL01,COL-DL01-S0152,interview_completed,Voltbase,,Civil
COL-DL01-APP-000257,2026-06-13 08:12:59,COL-DL01,COL-DL01-S0299,application_submitted,,,Mech
COL-KN05-APP-000072,2026-06-13 09:01:01,COL-KN05,COL-KN05-S0114,application_submitted,,,Civil
COL-JP03-APP-000065,2026-06-13 09:31:25,COL-JP03,COL-JP03-S0230,application_submitted,,,IT
COL-DL01-OFF-000717,2026-06-13 12:59:22,COL-DL01,COL-DL01-S0393,offer_extended,Ferrolytics,10.2,ECE
COL-BH04-INT-000156,2026-06-13 13:13:27,COL-BH04,COL-BH04-S0026,interview_scheduled,Paperlane HR Tech,,CSE
COL-JP03-APP-000118,2026-06-13 14:28:55,COL-JP03,COL-JP03-S0149,application_submitted,,,CSE
COL-KN05-INT-000135,2026-06-13 14:53:20,COL-KN05,COL-KN05-S0013,interview_scheduled,Quillhouse Media,,IT
COL-DL01-APP-000017,2026-06-13 15:20:19,COL-DL01,COL-DL01-S0274,application_submitted,,,CSE
COL-BH04-INT-000213,2026-06-13 15:31:31,COL-BH04,COL-BH04-S0090,interview_completed,Argento Fintech,,ECE
COL-DL01-APP-000303,2026-06-13 16:07:05,COL-DL01,COL-DL01-S0198,application_submitted,,,Mech
COL-JP03-INT-000191,2026-06-13 16:44:34,COL-JP03,COL-JP03-S0174,interview_scheduled,Brightloom Analytics,,IT
COL-PN02-INT-000435,2026-06-13 17:00:49,COL-PN02,COL-PN02-S0332,interview_completed,Quillhouse Media,,ECE
COL-DL01-PLA-000755,2026-06-13 17:14:36,COL-DL01,COL-DL01-S0179,placement_confirmed,Paperlane HR Tech,8.5,Civil
COL-JP03-APP-000138,2026-06-13 18:28:23,COL-JP03,COL-JP03-S0050,application_submitted,,,IT
COL-DL01-INT-000562,2026-06-13 18:58:10,COL-DL01,COL-DL01-S0108,interview_completed,Sundeck Logistics,,Civil
COL-KN05-INT-000118,2026-06-13 18:59:58,COL-KN05,COL-KN05-S0012,interview_scheduled,Northgate Retail,,Civil
COL-DL01-APP-000230,2026-06-13 19:14:13,COL-DL01,COL-DL01-S0333,application_submitted,,,IT
COL-DL01-INT-000399,2026-06-13 19:49:53,COL-DL01,COL-DL01-S0234,interview_scheduled,Quillhouse Media,,CSE
COL-PN02-INT-000420,2026-06-13 20:01:23,COL-PN02,COL-PN02-S0374,interview_completed,Ferrolytics,,ECE
COL-PN02-APP-000073,2026-06-13 20:17:20,COL-PN02,COL-PN02-S0220,application_submitted,,,IT
COL-PN02-INT-000390,2026-06-13 20:37:24,COL-PN02,COL-PN02-S0268,interview_scheduled,Brightloom Analytics,,Civil
COL-DL01-PLA-000766,2026-06-13 22:10:56,COL-DL01,COL-DL01-S0164,placement_confirmed,Northgate Retail,3.4,Civil
COL-DL01-APP-000251,2026-06-13 22:45:55,COL-DL01,COL-DL01-S0347,application_submitted,,,Civil
COL-DL01-APP-000164,2026-06-13 22:54:18,COL-DL01,COL-DL01-S0262,application_submitted,,,Mech
COL-KN05-INT-000191,2026-06-13 23:10:02,COL-KN05,COL-KN05-S0018,interview_completed,Paperlane HR Tech,,Civil
COL-BH04-INT-000170,2026-06-13 23:58:56,COL-BH04,COL-BH04-S0160,interview_scheduled,Kelvin Manufacturing,,ECE
COL-JP03-INT-000246,2026-06-14 00:28:21,COL-JP03,COL-JP03-S0013,interview_scheduled,Ferrolytics,,IT
COL-JP03-INT-000267,2026-06-14 01:06:16,COL-JP03,COL-JP03-S0031,interview_scheduled,Ferrolytics,,Mech
COL-PN02-INT-000316,2026-06-14 02:57:09,COL-PN02,COL-PN02-S0109,interview_scheduled,Paperlane HR Tech,,Civil
COL-PN02-APP-000047,2026-06-14 04:31:48,COL-PN02,COL-PN02-S0142,application_submitted,,,Mech
COL-PN02-INT-000497,2026-06-14 04:51:24,COL-PN02,COL-PN02-S0162,interview_completed,Quillhouse Media,,Mech
COL-DL01-INT-000470,2026-06-14 05:09:46,COL-DL01,COL-DL01-S0362,interview_scheduled,Argento Fintech,,CSE
COL-PN02-INT-000336,2026-06-14 05:29:46,COL-PN02,COL-PN02-S0030,interview_scheduled,Ferrolytics,,CSE
COL-BH04-INT-000150,2026-06-14 05:48:22,COL-BH04,COL-BH04-S0069,interview_scheduled,Kelvin Manufacturing,,ECE
COL-PN02-INT-000465,2026-06-14 06:35:25,COL-PN02,COL-PN02-S0228,interview_completed,Brightloom Analytics,,ECE
COL-PN02-INT-000387,2026-06-14 07:35:20,COL-PN02,COL-PN02-S0312,interview_scheduled,Voltbase,,Mech
COL-DL01-INT-000509,2026-06-14 08:47:14,COL-DL01,COL-DL01-S0248,interview_completed,Paperlane HR Tech,,Civil
COL-BH04-INT-000189,2026-06-14 09:46:59,COL-BH04,COL-BH04-S0103,interview_scheduled,Sundeck Logistics,,ECE
COL-PN02-APP-000102,2026-06-14 09:48:02,COL-PN02,COL-PN02-S0258,application_submitted,,,CSE
COL-BH04-PLA-000273,2026-06-14 11:12:21,COL-BH04,COL-BH04-S0076,placement_confirmed,Voltbase,4.9,IT
COL-PN02-APP-000050,2026-06-14 11:17:50,COL-PN02,COL-PN02-S0179,application_submitted,,,Civil
COL-DL01-INT-000553,2026-06-14 12:16:55,COL-DL01,COL-DL01-S0179,interview_completed,Ferrolytics,,ECE
COL-KN05-INT-000137,2026-06-14 12:26:07,COL-KN05,COL-KN05-S0095,interview_scheduled,Kelvin Manufacturing,,CSE
COL-DL01-OFF-000722,2026-06-14 12:48:06,COL-DL01,COL-DL01-S0283,offer_extended,Sundeck Logistics,6.9,IT
COL-PN02-INT-000273,2026-06-14 12:49:44,COL-PN02,COL-PN02-S0159,interview_scheduled,Voltbase,,CSE
COL-DL01-PLA-000737,2026-06-14 12:59:22,COL-DL01,COL-DL01-S0393,placement_confirmed,Ferrolytics,10.2,IT
COL-BH04-APP-000106,2026-06-14 12:59:38,COL-BH04,COL-BH04-S0012,application_submitted,,,Civil
COL-JP03-INT-000293,2026-06-14 13:09:28,COL-JP03,COL-JP03-S0190,interview_completed,Paperlane HR Tech,,Mech
COL-DL01-APP-000006,2026-06-14 13:27:04,COL-DL01,COL-DL01-S0225,application_submitted,,,CSE
COL-DL01-INT-000419,2026-06-14 13:45:24,COL-DL01,COL-DL01-S0396,interview_scheduled,Ferrolytics,,IT
COL-DL01-APP-000184,2026-06-14 15:35:35,COL-DL01,COL-DL01-S0161,application_submitted,,,Mech
COL-DL01-APP-000081,2026-06-14 15:42:37,COL-DL01,COL-DL01-S0075,application_submitted,,,CSE
COL-DL01-APP-000037,2026-06-14 18:56:15,COL-DL01,COL-DL01-S0043,application_submitted,,,Mech
COL-JP03-APP-000059,2026-06-14 21:09:26,COL-JP03,COL-JP03-S0136,application_submitted,,,Civil
COL-KN05-PLA-000226,2026-06-14 21:30:51,COL-KN05,COL-KN05-S0088,placement_confirmed,Brightloom Analytics,9.3,CSE
COL-PN02-APP-000051,2026-06-14 21:45:38,COL-PN02,COL-PN02-S0135,application_submitted,,,Mech
COL-PN02-INT-000293,2026-06-14 22:07:57,COL-PN02,COL-PN02-S0266,interview_scheduled,Tarna Systems,,Civil
COL-DL01-INT-000663,2026-06-15 01:29:54,COL-DL01,COL-DL01-S0302,interview_completed,Argento Fintech,,IT
COL-DL01-INT-000536,2026-06-15 01:46:23,COL-DL01,COL-DL01-S0289,interview_completed,Brightloom Analytics,,Civil
COL-DL01-INT-000536,2026-06-15 01:46:23,COL-DL01,COL-DL01-S0289,interview_completed,Brightloom Analytics,,Civil
COL-PN02-APP-000040,2026-06-15 01:51:32,COL-PN02,COL-PN02-S0333,application_submitted,,,Civil
COL-PN02-INT-000528,2026-06-15 02:24:11,COL-PN02,COL-PN02-S0034,interview_completed,Voltbase,,CSE
COL-PN02-APP-000140,2026-06-15 02:30:03,COL-PN02,COL-PN02-S0077,application_submitted,,,CSE
COL-PN02-APP-000203,2026-06-15 02:58:52,COL-PN02,COL-PN02-S0089,application_submitted,,,Mech
COL-JP03-INT-000247,2026-06-15 03:28:14,COL-JP03,COL-JP03-S0138,interview_scheduled,Paperlane HR Tech,,ECE
COL-JP03-INT-000238,2026-06-15 03:45:39,COL-JP03,COL-JP03-S0201,interview_scheduled,Voltbase,,IT
COL-JP03-INT-000302,2026-06-15 04:11:40,COL-JP03,COL-JP03-S0005,interview_completed,Northgate Retail,,ECE
COL-BH04-APP-000051,2026-06-15 04:52:44,COL-BH04,COL-BH04-S0004,application_submitted,,,IT
COL-PN02-OFF-000558,2026-06-15 05:54:28,COL-PN02,COL-PN02-S0328,offer_extended,Northgate Retail,5.2,CSE
COL-DL01-INT-000379,2026-06-15 07:06:13,COL-DL01,COL-DL01-S0176,interview_scheduled,Brightloom Analytics,,CSE
COL-JP03-INT-000219,2026-06-15 08:29:24,COL-JP03,COL-JP03-S0234,interview_scheduled,Paperlane HR Tech,,IT
COL-JP03-INT-000303,2026-06-15 09:21:36,COL-JP03,COL-JP03-S0071,interview_completed,Tarna Systems,,CSE
COL-DL01-INT-000350,2026-06-15 10:15:13,COL-DL01,COL-DL01-S0191,interview_scheduled,Brightloom Analytics,,IT
COL-PN02-APP-000238,2026-06-15 10:22:58,COL-PN02,COL-PN02-S0362,application_submitted,,,Mech
COL-DL01-APP-000124,2026-06-15 10:52:36,COL-DL01,COL-DL01-S0329,application_submitted,,,Civil
COL-JP03-APP-000015,2026-06-15 10:57:21,COL-JP03,COL-JP03-S0104,application_submitted,,,CSE
COL-DL01-APP-000075,2026-06-15 10:59:15,COL-DL01,COL-DL01-S0285,application_submitted,,,CSE
COL-BH04-APP-000058,2026-06-15 12:16:48,COL-BH04,COL-BH04-S0154,application_submitted,,,ECE
COL-DL01-OFF-000711,2026-06-15 13:02:55,COL-DL01,COL-DL01-S0040,offer_extended,Voltbase,12.8,CSE
COL-BH04-APP-000001,2026-06-15 13:03:16,COL-BH04,COL-BH04-S0017,application_submitted,,,Mech
COL-PN02-INT-000276,2026-06-15 13:16:13,COL-PN02,COL-PN02-S0213,interview_scheduled,Voltbase,,IT
COL-DL01-INT-000390,2026-06-15 14:02:18,COL-DL01,COL-DL01-S0322,interview_scheduled,Kelvin Manufacturing,,CSE
COL-DL01-INT-000481,2026-06-15 14:12:13,COL-DL01,COL-DL01-S0045,interview_scheduled,Paperlane HR Tech,,IT
COL-JP03-INT-000248,2026-06-15 14:14:32,COL-JP03,COL-JP03-S0033,interview_scheduled,Ferrolytics,,Civil
COL-JP03-INT-000309,2026-06-15 14:59:23,COL-JP03,COL-JP03-S0076,interview_completed,Paperlane HR Tech,,IT
COL-DL01-APP-000088,2026-06-15 15:12:41,COL-DL01,COL-DL01-S0289,application_submitted,,,ECE
COL-DL01-APP-000201,2026-06-15 15:51:25,COL-DL01,COL-DL01-S0315,application_submitted,,,Civil
COL-DL01-APP-000191,2026-06-15 16:32:23,COL-DL01,COL-DL01-S0384,application_submitted,,,IT
COL-JP03-APP-000066,2026-06-15 17:15:47,COL-JP03,COL-JP03-S0058,application_submitted,,,CSE
COL-KN05-APP-000073,2026-06-15 17:47:43,COL-KN05,COL-KN05-S0089,application_submitted,,,ECE
COL-JP03-INT-000308,2026-06-15 19:14:54,COL-JP03,COL-JP03-S0078,interview_completed,Sundeck Logistics,,ECE
COL-PN02-OFF-000570,2026-06-15 19:30:58,COL-PN02,COL-PN02-S0109,offer_extended,Paperlane HR Tech,13.6,Mech
COL-JP03-APP-000153,2026-06-15 19:51:29,COL-JP03,COL-JP03-S0033,application_submitted,,,Mech
COL-PN02-INT-000516,2026-06-15 19:58:58,COL-PN02,COL-PN02-S0362,interview_completed,Ferrolytics,,ECE
COL-DL01-APP-000052,2026-06-15 20:16:30,COL-DL01,COL-DL01-S0214,application_submitted,,,CSE
COL-JP03-OFF-000378,2026-06-15 20:19:10,COL-JP03,COL-JP03-S0107,offer_extended,Quillhouse Media,10.9,ECE
COL-DL01-INT-000436,2026-06-15 20:40:33,COL-DL01,COL-DL01-S0344,interview_scheduled,Paperlane HR Tech,,IT
COL-DL01-OFF-000702,2026-06-15 20:48:45,COL-DL01,COL-DL01-S0316,offer_extended,Ferrolytics,12.4,Civil
COL-BH04-INT-000186,2026-06-15 21:27:50,COL-BH04,COL-BH04-S0156,interview_scheduled,Argento Fintech,,IT
COL-PN02-INT-000356,2026-06-15 21:59:26,COL-PN02,COL-PN02-S0155,interview_scheduled,Kelvin Manufacturing,,IT
COL-BH04-APP-000047,2026-06-15 22:14:18,COL-BH04,COL-BH04-S0153,application_submitted,,,Civil
COL-DL01-APP-000024,2026-06-15 22:22:46,COL-DL01,COL-DL01-S0254,application_submitted,,,IT
COL-KN05-APP-000083,2026-06-15 22:35:07,COL-KN05,COL-KN05-S0066,application_submitted,,,Mech
COL-BH04-APP-000087,2026-06-15 22:36:09,COL-BH04,COL-BH04-S0059,application_submitted,,,ECE
COL-PN02-INT-000310,2026-06-15 23:16:18,COL-PN02,COL-PN02-S0043,interview_scheduled,Argento Fintech,,CSE
COL-JP03-APP-000158,2026-06-16 00:29:48,COL-JP03,COL-JP03-S0112,application_submitted,,,IT
